,id,name,cb_description
2886,6469,Miinto,online fashion platform connect fashion boutique brand scandinavia fast grow ecommerce business found connect online shopper boutique brand market people base head office regional office passionate work great pride shape future sustainable fashion industry drive strong belief power digital connect consumer local shopping invent true omnichannel consumer experience work passionate skilled house specialist digital marketing customer experience build truly personal inspiring shopping experience customer
2887,3184,Mikatus,mikatus provide cloud service assist good tax accountant improve performance small medium sized business good tax accountant tax professional accounting firm help growth development small medium sized business help tax accountant office differentiate provide service include tax accounting payroll financial support management support organize manager mind provide new perspective help improve business performance
2888,191,Milestone-Systems,milestone deliver software digital manage processing video image surveillance network server base installation
2889,2152,Milkbasket,launch early india large micro delivery service daily essential build unique habit get fresh milk deliver home morning fulfil entire grocery need household everyday product category innovate flexi order contactless delivery global enable user add modify order till disturbance silent delivery right doorstep back currently live city include major city like expand footprint major city
2890,3357,Milk-Mantra,milk mantra startup procure package sell deliver milk dairy product milk mantra work directly farmer test process milk sell mom pop store city say
2891,3807,Milk-VFX,award win independent company create innovative sequence high end television feature film base wale
2892,6910,Million-2-1,establish lead service provider sms prize competition lotterie mobile marketing igt group bring world well know gaming brand mobile online platform specialise highly engage innovative solution tap power mobile channel redefine relationship brand customer
2893,466,Mimecast,mimecast rapidly expand service company provide online technology platform radically improve way company manage important business communication datum company mission reduce risk user face email support reduce cost complexity protect user move workload cloud company develop proprietary cloud architecture deliver comprehensive email security service continuity archive single subscription service goal easy people protect business today fast change security risk environment day mimecast take care email document company world company office staff exceptional people uk found
2894,9548,MiMedx-Group,develop distribute human placental tissue allograft patent protect process multiple sector healthcare process human placental tissue utilize proprietary purion process methodology process produce allograft employ aseptic processing technique addition terminal sterilization
2895,341,Mind-Candy,provide sleep mindfulness app kid feature melodic story create help kid drift sleep quickly calm guide meditation session playful twist create help kid relax learn basic mindfulness collection completely original instrumental specifically compose soothe relax
2896,729,Mindforce-Game-Lab,mindforce game lab create meaningful game character act companion journey well health
2897,350,Mind-NRG,base devoted development psychiatric neurologic disease neurotrophic factor disease modify potential naturally cross blood brain barrier receptor mediate transport reach target brain develop treat disorder parkinson disease alzheimer disease schizophrenia initially focus conduct vitro vivo experiment explore mechanism action peptide assess activity variety relevant disease model
2898,5391,MindsDB,mindsdb utilize machine learn user ask predictive question datum receive accurate answer adam carrigan found open source company mission democratize machine learning mindsdb graduate recent batch recently recognize promise ai company
2899,353,Mindshapes,mobile learn company make app ipod touch found base primarily office san fransisco build interactive learning experience new partnership brand include harper collin highly creative team consist artist animator designer educator engineer professional background jetix disney sony
2900,4301,Mindstep,mission brain healthy lowering nation dementia risk medic embody core value accessibility empathy scientific rigour deliver good class care proud nerdy code compassion
2901,10026,Mindstone,mindst keep content place enable extract key insight engage sure begin community generate playlist curate good article video podcast available online allow dive subject area choice team business mindst enable create internal onboarding skille skilling playlist online internal resource annotation appear directly alongside content valuable insight spread team leave company
2902,3687,MindTickle,offer sale readiness solution close knowledge skill gap find customer face team sale team wide range industry use award win platform train coach align sale team rep manager effective combine demand online training bite size mobile update gamification coaching role play datum drive approach accelerate time productivity ensure consistent execution help boost sale performance company leverage sale enablement assess certify readiness rep big deal size high win rate reduce sale cycle global privately hold company headquarter include
2903,1720,Minibems,minibem demand management system complex heating system enable improve efficiency fuel cost saving thank intelligent control monitor technology pair integrate billing
2904,1992,Mini-Mealtimes,know feed kid stressful mini mealtime dietician pocket help hour day mini mealtime base develop digital health tech good app help parent matter income child understand positively impact kid change nutritional need formula offer personalise nutrition report fast unbiased intuitive nonjudgemental
2905,137,MinIO,minio high performance native object store optimize cloud native workload minio completely compatible inside aw public private cloud distribution enterprise use minio deliver analytic backup archival workload single platform minio open source gnu agpl license
2906,199,Ministry-of-Games---MOG,mobile game development studio design develop game focus experience aim bring rpgs mobile platform company back henric suuronen markus pasula teke found base
2907,10755,Minna-Technologies,tech company establish mission help retail bank subscription business deliver powerful digital experience subscription management partnering tier bank back big financial company world currently people benefit subscription solution
2908,8829,Mintago,fintech platform offer financial wellbeing solution employee simple employee locate lose pension pot provide financial planning tool access free financial adviser piece educational content assist business employee save money salary sacrifice pension scheme provide simple implementation program result direct saving encourage employee control personal finance engage pension pension dashboard financial wellbee app educational resource user use platform speak financial adviser free ask question receive advice overcome obstacle debt improve financial situation
2909,6551,Mintaka-Foundation,find simple health solution develop country advanced technology
2910,8716,Minteo,marketplace
2911,7949,Mint-Velvet,multi channel fashion retailer
2912,969,minubo,ecommerce intelligence service solution particularly develop meet online retailer specific analytic requirement ecommerce company face rapid growth require pioneering solution help connect datum fragment source capture complete value impose costly complex demand having build comprehensive ecommerce experience long term work domain team develop ready use analytic solution work central datum hub online shop unify database comprehensive possibility report analysis base ecommerce good practice metric create transparency business area help retailer well metric base decision grow sale profitability convert datum action
2913,2942,Mi-Pay,mi pay deliver outsource payment solution digital e commerce client primarily mobile sector clientele comprise mobile operator virtual operator prepay card provider financial institution media company company provide portfolio client brand mobile payment service mobile operator financial service provider utility company media owner office infrastructure allow end customer multiple payment method credit debit card paypaltm bank transfer direct debit channel mi pay found
2914,10267,MIRACL,eliminate outdated security infrastructure include password root key store credential enable digital transaction unleash ensure integrity person device component web
2915,6531,Mirada-Medical,prominent global brand medical imaging software miradas innovative software solution routinely radiology molecular imaging radiation oncology multidisciplinary meeting hospital image center cancer center worldwide mirada excel combine scientifically advanced technology practical application diagnosis management treatment cancer disease
2916,5158,Mirakl,mirakl offer industrys advanced enterprise marketplace saas platform mirakl organization industry launch marketplace fast grow big operate confidence exceed rise customer expectation platform new competitive advantage ecommerce world trust brand choose mirakl comprehensive solution technology expertise mirakl connect ecosystem unlock power platform business model result company like carrefour catch changi airport darty kroger leroy merlin maison du gain speed scale agility win change ecommerce landscape information
2917,4403,MIRICO,mirico lead way high performance gas sense intelligence unique laser dispersion spectroscopy ld weather condition transform productivity deliver positive impact environment locate brand new purpose build facility harwell science innovation campus near spin stfc rutherford appleton laboratory company establish miricos specialist team expert actively design develop ld set new standard gas sense challenge measurement condition target application
2918,7102,MiroBio,platform base ground break research scientific founder delineate immune cell communicate activate insight enable create antibody leverage natural signal mechanism restore immune system balance control
2919,1674,Mirthy,wellness platform offer variety online event social space connect share interest experience platform lifelong learn social connection found locate
2920,675,Mirza,build distribute personalized childcare subsidy employee benefit platform eye expand caregiver insurance
2921,4486,Mishergas-Green-Energy,form focus application technology pyrolysis convert waste power company statement waste unrealised potential believe use combination common sense innovation entirely possible turn environmental liability asset previously act consultant environmental developer vary range project company synthesise prior experience new company formation
2922,3914,Miss-Group,miss group host company offer web host vps domain registration seo tool web security provide white label reseller program allow user create host company operate international affiliate network specialize performance marketing miss group found headquartered uk office helsingborg yucatn mxico nashik
2923,4598,Missionly,missionly online talent acquisition platform connect student business launch base
2924,3988,Mission-Mars,multi concept operator goal provide global cuisine drink entertainment hospitality experience innovation people sustainability offer customer great entertainment experience reasonable price
2925,4909,MISSION-Therapeutics,mission therapeutic drug development company target ubiquitin pathway treatment kidney disease neurodegenerative disease rare mitochondrial disease fibrosis build lead platform discovery development class small molecule drug selectively target deubiquitylate enzyme dub emerge drug class attract significant commercial interest area protein homeostasis
2926,6891,Mister-Spex,mister spex online store sell brand glass contact lense product range include different glass sunglass sport eyewear contact lense brand designer store offering include sport label designer brand klein gucci prada launch operation headquarter operate website
2927,6133,Mistho,offer open payroll api enable consumer easily access share salary employment information party bank insurance company lender click button goal help business build good consumer experience fintech world require income information step enable business easily integrate app exist flow income verification remember time search flat rent want lease car apply loan point search ask share payslip probably upload platform send e mail agent case need ask hr department help help exactly offer digital directly embed income verification tool ask end consumer log payroll portal
2928,7451,Mitoconix-Bio,pioneer disease modifying strategy improve mitochondrial function treat neurodegenerative disease generate atp energy source cellular activity involve essential cellular function include calcium sequestration amino acid lipid metabolism keep balanced redox potential orchestrating program cell death neuron particular mitochondria dynamic organelle constantly undergo fission division fusion process call mitochondrial dynamic critical maintain healthy functional mitochondria normal condition response stress ensure have viable mitochondria axon synaptic bouton defect fusion fission limit mitochondrial motility decrease energy production increase oxidative stress activate pro apoptotic signaling promote cell dysfunction death mitoconix lead drug class inhibitor pathological mitochondrial fragmentation dysfunction demonstrate vivo efficacy animal model disease beneficial activity patient derive cell hd sporadic genetic sporadic genetic alzheimer disease ad
2929,5348,Miura-Systems,provider innovative electronic payment hardware design certifie manufacture payment hardware mobile point sale mpos solution marketplace enable retailer acquirer provide payment solution retail hospitality financial transportation market globally help payment service provider tablet base pos software vendor disrupt market company sell device internationally found
2930,2594,Mixlr,mixlr platform social live audio mixlr allow people broadcast live audio engage fan friend listener real time
2931,1622,M-KOPA,m kopa provide connected asset financing solution underbanke customer platform combine digital micropayment connectivity offer access product include solar lighting television fridge smartphone financial services
2932,3728,mmhmm,mmhmm developer virtual camera application help creative use background video conferencing call application integrate user video calling application add backdrop allow user team remote partner presentation enable customer virtual meeting interesting informative company found headquarter
2933,7148,Mobango,world social app store operate mobile community provide registered mobile consumer free online mobile service platform allow user publish create convert store share download play type mobile content include video photo ring ts application game distribute mobile application brand publisher developer customer approximately country use daily basis capable mobile ph os screen size device manufacturer world support device content available globally recognize magazine world distribution platform recipient award innovative technology company subsidiary world large independent mobile application store company incorporate base
2934,9964,Mobcast-Services,found ceo bestselle author rise capability mobile phone spot opportunity develop online retail platform digital book device recognise potential gain access large customer basis bill infrastructure partnership mobile network operator equipment manufacturer retailer
2935,876,Mobclix,industry large mobile ad exchange network sophisticated open marketplace platform comprehensive account management solution iphone application developer advertiser ad network agency ad exchange provide complete transparency visibility developer maximize revenue advertiser increase performance key benefit developer ecpm free management advantage scale performance key benefit advertiser target bidding platform interactive campaign complete mobile application platform focus time application analytic business insight application optimization rich medium advertising viral growth social medium ad exchange provider iphone app target user base location type app maximize money iphone developer
2936,5974,MobieTrain,mobile microlearne app design company easily create brand learn track training content empower employee organisation van hasten city rotterdam right content right time device prefer help acquire new skill professional personal life platform transfer knowledge effectively reduce time content creation administration help company streamline onboarde employee engagement sale customer experience compliance change management activity believe microlearne future work mobile platform empower employee bite sized content boost knowledge retention productivity learn fun gamifie personalise content access mobile device want information visit discover world mobile microlearne train workforce engage efficient way welcome
2937,6110,MobileAware,help mobile network operator enhance customer experience build exceptional mobile engagement channel company innovative solution enable operator rapidly build launch mobile presence accessible device way lower cost provide excellent customer service create major new revenue stream world large operator include rely help transition strategy
2938,10094,MobiliBuy,convert medium digital screen print virtual storefront enable retailer business open virtual store anytime anyplace minimum investment bring store traffic tailor mobile app shopping fast easy shopper buy product service easy use image voice recognition tool click buy
2939,4865,Mobilion-Systems,biotechnology company specialize identify analyze challenge molecule instrument fail detect technology focus biologic therapeutic discover biomarker improve accuracy diagnostic test technology make easy separate identify analyze challenge molecule instrument fail detect company analytical instrument provide unprecedented sensitivity resolution throughput fuel development well therapeutic ability detect disease early power attack disease root instead symptom
2940,1269,Mobilus-Labs,tech startup mission provide frictionless voice communication team size range
2941,404,Mobissimo,travel search engine index travel site search compare price online travel agency world traditional airline low cost airline consolidator search engine perform real time query multiple website traveler traditionally check manually plus dozen overlook company sell ticket take cut transaction generate lead
2942,8604,Mobyko,online living address book social medium management service mobile phone user want stay connected life web provide free flexible service backup organise manage share mobile phone address book calendar online service safe secure independent manufacturer operator network configuration handset sync contact calendar air global service work mobile phone network mvnos country
2943,3768,Moda-in-Pelle,launch mid single store national boutique brand store key location include offer huge selection lady shoe sandal boot moda brand continue serve loyal female fan base bold fresh unashamedly feminine style signature look glitzy glamorous high heel high impact shoe point difference provide fashion follower recent trend lady shoe moda range accessory include belt jewellery range shoe care product new lady boots shoe prime condition moda s light airy boutique style store carry range stylish shoe bag jewellery present beautifully strike hot pink black packaging friendly store staff commit help customer find right shoe friendly stylish boutique store visit website advantage great offer style bang date current trend
2944,3581,Modalku,modalku online marketplace base small business acquire loan lender fund small business loan earn compelling return technology base approach enable borrower receive loan time low market rate lender earn return bank deposit traditional fix income product life insurance investment link product marketplace lending model prove country uk
2945,7924,Modernizing-Medicine,transform healthcare place doctor patient center care intelligent specialty specific cloud platform specialty specific datum drive cloud base electronic health record ehr practice management pm system plus revenue cycle management rcm service build team include specialty physician practice management professional
2946,8766,Modern-Milkman,modern return reuse grocery delivery service mission reduce waste modern deliver fresh milk grocery household product customer door returnable glass bottle reusable container recyclable package modern mission revolutionize consumer habit deliver fresh way return reuse packaging shop ethically feel good convenience
2947,3012,Modo-Energy,modo energy energy asset analysis platform provide user data research benchmarke tool energy storage
2948,2834,Modulize,offsite construction osc platform power calculation design automation prefabrication modular construction allow reduce time cost waste construction project unlock potential prefabrication modulize enable simplified information extraction complex building model component extractor contractor process model automatically turn relevant part model tender share manufacturer addition develop generative design optimisation algorithm enable designer manufacturer seamlessly collaborate maximise use benefit prefabrication modular design particular modulize enable design manufacturer fit link manufacturer customer base manufacturing capacity capability compliance local rule regulations prefabrication modular construction allow reduce time cost waste construction project solution modulize unlock prefab adoption automate component extraction model generative design optimisation algorithm let designer contractor manufacturer maximise use benefit prefabrication
2949,8129,Modulous,planet sufficient home technology help change team designer engineer technologist dedicate create technology platform design enable high speed design delivery quality sustainable healthy affordable housing globally
2950,1468,Modulz,operate visual code editor design build digital product allow user develop design document design system write code company drive mission fix gap digital product team found base
2951,9406,Modus-Therapeutics,modus therapeutic drug development company develop sevuparin novel drug treat people suffer painful inherit blood disorder affect people globe
2952,3223,MoEngage,internet company feature cloud base marketing service consumer business help company campaign channel app message web sm provide machine learn optimization customer engagement found headquarter
2953,9551,Mogoplus,ground break business provide uniquely secure technology bank lender business help unlock deep insight consumer true financial profile allow consumer automatically verify identity provide transactional datum divulge login credential password bank enable consumer safely share personal financial data bank account transaction bank statement potential lender real time enable lender provide instant credit decision leave mark consumer credit score datum retrieve digitally process categorise send potential lender eliminate manual processing saving time reduce fraud improve customer journey currently work major bank lender tenant vetting firm mortgage broker range business discussion underway expansion new territory
2954,4701,Mogrify,biopharmacetuical company mission transform development ex vivo cell therapie pioneer new class vivo reprogramming therapy develop proprietary direct cellular reprogramming platform time make possible systematically enhance efficiency stem cell derive reprogramme directly convert transdifferentiate mature cell type mature cell type state go pluripotent stem progenitor cell state apply proprietary award win platform generate scalable source functional cell type require transform development ex vivo cell therapie pioneer new class vivo reprogramming therapy indication high unmet clinical need immuno oncology ophthalmology disease area platform protect foundational patent application suite additional patent application cover improvement extension core platform specific cell conversion uniquely position address regenerative medicine market estimate worth commercialize business model internal cell therapy development co development partnership exploration generation novel cell base vivo reprogramming therapy broad therapeutic application found headquarter
2955,542,Moises,moise audio tech company leverage machine learn data science relation music audio processing offer musician producer suite ai tool audio separation pitch beat chord detection metronome tempo changer mastering
2956,9793,Moixa-Energy-Holdings,lead smart storage cloud aggregation platform
2957,9797,Moixa-Technology,moixa develop integrated hardware software renewable energy storage optimization aggregation
2958,4086,Mojiworks,pioneer hypersocial game design social distribute instant play technology play friend family large chat social app world development ethos help good work career value inclusivity collaboration learning strive exceptionally progressive culture receive good place work award win diversity award recognise company encourage diverse workforce game found high profile startup chat instant game space founder previous exit game acquisition zynga investor successful game vcs lifeline venture supercell
2959,2987,Mojn,team update news follow linkedin page check website
2960,10402,Mojo-Vision,mojo vision developer augment reality product platform intend invent future compute company develop smart contact lens build display give timely information interrupt focus deliver immediate powerful relevant information intrusion mobile device enable user connect glance anytime handsfree mojo vision found headquartered saratoga
2961,7803,Moleaer,base company develop industrial scale nanobubble system result radical improvement economic agriculture separate metal treat wastewater recover oil unique float immense surface area combination allow nanobubble stay suspend water long period time result unprecedented high rate gas transfer xtb nanobubble generator increase productivity water quality eliminate maintenance expense wide range application
2962,419,Molecular-Partners,molecular partner clinical stage biopharmaceutical company work advance modern medicine significantly improve management disease develop powerful new class potent specific versatile small protein therapy call darpin therapeutic
2963,4042,Molecular-Products-Group,business receive fund develop manufacture medical device gas filter oxygen generator chemical base technology provide product healthcare military industrial sector client
2964,63,Molecular-Stethoscope,tissue specific cell free circulate newly develop area molecular diagnosis base powerful non invasive approach aim transform healthcare provide early insight patient healthy versus disease state
2965,266,Moleskine,develop distribute sell notebook diarie portfolio purse write material read article product internationally company offer paper product notebook diary home office product gift write travel read collection include pen pencil bag read glass book light offer digital service product comprise template application smartphone tablet print demand service creation photo book distribute product approximately country network book department specialty stationery store museum sale network website retail network directly operate store include united states found base
2966,10656,MollyBox,subscription based e commerce platform pet owner company offer themed box pet food supply found base
2967,2343,Moltin,provide developer build block need build ecommerce website mobile applicatiosn simple api include component like inventory management cart checkout payment example
2968,8800,Momenta-Pharmaceuticals,biotechnology company specialize characterization process engineering complex molecule complex molecule include protein polypeptide cell surface polysaccharide heparan sulfate proteoglycan result diversify product pipeline complex generic follow biologic novel drug company advanced complex generic product candidate target market product originally approve design generic version lovenox enoxaparin sodium injection low molecular weight heparin prevent treat deep vein thrombosis major generic product candidate generic version glatiram acetate injection drug indicate reduction frequency relapse patient relapse remit multiple sclerosis
2969,370,Monad,make security datum easy accessible cloud engineering team build infrastructure unite security data silos organization normalize transform enrich data enable team build effective security compliance workflow fly
2970,869,Monese,digital banking alternative provide mobile multi currency account country underserve traditional banking system launch hand experience hassle involve open bank account new country fully feature fully localize banking experience app customer service available language allow people business spend save like local proprietary know customer technology validate customer identity real time allow account open matter mobile app
2971,5847,Money-Alive,money alive online video platform help adviser pension scheme help client member pension decision
2972,3340,Moneybox,offer range saving investment product include lifetime isa company community customer team people assets administration base
2973,5398,MoneyExpert,financial product comparison site provide detail product major provider market partner defaqto people deliver product datum ensure table accurate complete allow compare product marketplace click mouse help find good money compare product price key feature service measure cover finance brand mean provider offer good rate offer good service include feature hurry access table popular product consumer
2974,8223,Monica-Healthcare,base develop series innovative wearable device use wireless technology facilitate globally accessible obstetric service home hospital patent technology base acquisition physiological signal passively detect des position maternal abdoman
2975,6693,Monis,provide pricing analysis hedging solution convertible bond equity link security company company acquire
2976,2772,MonkeyBall,base play earn soccer game kind roll fun monkey themed game
2977,3880,Mono-Consultants,provide infrastructure support service telecommunication industry aim provide service customer require life cycle asset company know change limited december limited incorporate base additional office
2978,3854,Monodraught,forefront design manufacture low energy low carbon sustainable solution year company focus product set recognise market leader natural hybrid lighting natural cool natural hybrid ventilation product find residential build look increase natural light high impact architectural building olympics handball stadium key sector education product deliver real dividend term low energy carbon footprint improve environment student teacher
2979,108,Monograph,monograph firm management tool architect complete product manage task track time invoicing client streamline entire workflowso matter monograph reduce non billable hour gets pay time build professionalism client
2980,1681,Monolith-AI,software company use machine learn datum science help engineer improve product development process enable company monetize old simulation test datum anticipate behavior new product company optimize process reduce number simulation test prototype require develop new product deliver fast well product company found headquarter
2981,805,Montis-Biosciences,develop novel immune oncology therapeutic target intersection vascular dysfunction immune suppression treat solid tumour
2982,286,Montonio,connect payment orchestration payment initiation single touchpoint checkout solution e commerce store company provide service like bank link payment checkout financing installment plan party solution accept card payment stripe found base
2983,7365,MooBella,develop revolutionary disruptive technology potential transform expand ice cream industry enable instantaneous aeration flavor freeze ice cream scoop premium hard ice cream eliminate frozen supply chain
2984,6611,Moonbug,global entertainment company create distribute inspire engage story expand kid world mind found office create produce publish video audio content goal teach compassion empathy resilience kid world
2985,7591,Moonfare,technology enable platform allow individual invest tier private market investment opportunity low minimum fee technology aggregate demand create hassle free investment experience improve liquidity ability cherry pick investment build highly experienced international team talented professional lead technology investment company include company back lead investor
2986,2353,MoonPay,financial technology company provide payment solution cryptocurrency ramp suite product provide seamless experience convert currency cryptocurrencie major payment method include debit credit card local bank transfer pay google pay
2987,2238,Mootral,swiss agritech company tackle big crisis world climate change antimicrobial resistance solution focus reduce methane emission ruminant eliminate use antibiotic monogastric livestock mission equip world tool produce food safe sustainable planet human animal alike uk biotech company team experience discovery isolation stabilization modulation scale bioactive molecule natural origin creation novel small molecule vertically integrate house capability include laboratory screen product development testing efficacy animal pilot medium scale production pioneer develop market mechanism market obvious payer author world carbon credit methodology enteric fermentation global standard generate sell world carbon credit methodology technology
2988,833,Mopapp,easy sale analytic mobile app help developer publisher track analyze app revenue major online store android market getjar rim app world mobihand major mobile ad network automatic datum aggregation easy understand report expose api track sales party store custom ecommerce script try online change app code automagically gather datum directly online store save time give great insight revenue performance sell math comparison statement apps revenue app publisher
2989,3435,more2,having work agency consultancy know rule great strength ignorance simply sense marketer treat client want treat
2990,3069,More-Labs,discover magic elixirs design help rough morning drinking trip home effective dove research connect jing liang researcher professor create version morning recovery launch raise customer world thing going ve grow
2991,625,Morphink,corporation develop fundamental technology revolutionize creation distribution animation video generation technology show breakthrough morph produce screen motion animation far small file size compact file key ubiquitous animation web wire wireless application file download delay reduce eliminate motion rich medium web ad format possible equally exciting enable entirely new animation realm wireless web memory energy cpu capability bandwidth limitation require perfect combination compact file economical playback provide uniquely efficient combination critical application cell phone pda wireless device animation author tool able publish compact format current web format swf create flood new high quality animation publish share web embed e mail presentation
2992,9,Morphogen-IX,drug discovery company found index venture develop bone morphogenetic protein novel therapy treatment pulmonary arterial hypertension arterial hypertension severe life limit disease affect blood vessel lung lead heart failure leave sufferer feel breathless exhaust current treatment mainly target symptom prognosis remain poor effective cure transplantation lung heart lung associate risk complication compromise bone morphogenetic protein receptor type ii r ii signal endothelial cell play pivotal role pathobiology identify human genetic study represent circulate ligand selectively bind activate r ii receptor complexe endothelial cell exogenous show augment endothelial r ii signal reverse rodent model disease goal explore potential potential therapy company follow semi virtual model hub base uk company founder expert field s team staff experienced drug discovery professional direct source development program model ensure maximum capital efficiency sacrifice quality
2993,4317,Mosaic-Smart-Data,deliver insight real time intelligence ficc market participant need increase business opportunity meet regulatory requirement financial institution face challenging period ficc market largely result constraint new regulatory initiative high fix cost fragment market structure backdrop believe institution harness datum intelligently service predict client need gain competitive edge drive profitability deliver cut edge technology require turn tide decline transform information intelligence vision empower financial market professional usable datum drive tool enable ask question need answer receive result highly graphical enterprise wide format
2994,5291,MOSTLY-AI,ai pioneer creation synthetic datum ai model development software testing ais synthetic data set look real company original customer datum detail original personal datum point help company comply privacy protection regulation ensure model fair unbiased fast grow company currently work multiple bank insurer deepest expertise help company business value synthetic datum
2995,4836,Motatos,sell long life household good store cupboard ingredient beverage toiletrie pet food surplus inventory large producer reduce price say mean offer consumer bargain fight problem food waste selling surplus food limit end landfill establish
2996,5166,MotorK,motork ams lead software service saas provider automotive retail industry region employee office country motork empower car manufacturer dealer improve customer experience broad suite fully integrate digital product service motork provide customer innovative combination digital solution saas cloud product large department automotive digital sale marketing industry
2997,530,Motorway,way sell car overwhelm focused building good way vision build well car market transparent straightforward smart technology match customer car nationwide network verify dealer enable dealer buy vehicle direct private seller fully online sale platform car successfully sell day reduce time effort side help right deal quickly work help car owner value sell car grow journey begin
2998,9497,Motosumo,motosumo build entirely new platform home user mainstay gyms fitness studio world helping upgrade basic equipment revitalize indoor cycling group fitness class
2999,9628,Moveco,mobility ecosystem look set drive safe smart efficient affordable future mobility industry blockchain base platform allow consumer share mobility datum earn reward form mov token pay gas bill
3000,301,Move-Loot,convenient way buy sell furniture seller submit furniture click curate price list item marketplace buyer browse discover unique quality furniture affordable price heavy lifting arrange pick seller delivery buyer easy hassle free
3001,5039,Moven,focus enable bank non bank partner leverage platform acquire engage retain grow customer base app debit card contactless payment sticker provide real time spend insight motivate customer smart decision save enterprise found headquarter
3002,5655,MoveWise,movewise help vendor sell property high price
3003,5326,Movidius,vision processor company design compact high performance ultralow power computational imaging vision processing chip software development tool reference design architecture deliver new wave intelligent contextually aware experience consumer mobile wearable device consumer industrial camera application headquartered venture back start investor include e dfj esprit
3004,141,Movinga,vertically integrate logistic tech company customer medium sized move company professional service provider offer logistically optimize move private individual company good transport courier service
3005,9067,Movirtu,movirtu reinvent way mobile phone increase access phone service rural poor cloud phone provide affordable access mobile phone service people earn afford phone spend income phone sharing village phone provide mobile carrier innovative low cost infrastructure product movirtu enable offer customer phone number message account expense own phone
3006,2383,Movivo,movivo allow user cover cost mobile minute complete survey crowdsource task download new mobile app movivo allow user discover new mobile content earn free airtime mobile phone movivo integrate telecom operator constantly add new partner world provide service
3007,5922,Mowgli-Street-Food,mowgli eat home street bear feed raw need tiffin fresh bright intense flavour mowgli intimate hush dining experience smash grab ze healthy light virtuosic herb spice
3008,4048,MPK-Garages,mpk garages leicester uk base independent operator forecourt majority freehold locate trunk major road business target freehold leasehold property plan add site exist estate operate brand brand retail offering feature facility
3009,676,MPowder,develop e commerce brand provide nutritional powder tackle hormonal change provide woman insight practice tool empower menopause sell nutritional powder stage menopause directly customer website receive repeat order brand powder available additional recipe follow new year stock lead online beauty destination follow launch active powder room community maker trial product recipe verifie efficacy provide detailed feedback lifestyle program
3010,4049,MRM-Global,provider marketing technology global drink hospitality sector
3011,8415,Mrs-Wordsmith,mrs worlds innovative vocabulary programme combine data science creativity illustrate word matter academic success launch mrs fast grow back startup help young people learn efficiently engage content artist madagascar word carefully select curate datum scientist ensure child learn word come school book read love teacher parent student
3012,7351,MSI-Methylation-Sciences,operate biotechnology company company develop market s prescription drug dietary supplement found base
3013,10145,m-spatial,m spatial ltd acquire mxdata m spatial ltd operate local search company mobile operator directory service provider personal navigation provider offer local search share offer customize web mobile local search share service branding encapsulate local search share consumer face service local search discovery engine brand exist application offer access local information web mobile satnav m spatial ltd found base company serve germany italy market
3014,3820,M-Squared-Lasers,m square laser develop manufacture generation laser photonic instrument bring new capability high reliability great ease use diverse range industrial scientific application core team experience track record supplying award win product worldwide market m square ideally place help solve problem de risk project accelerate application
3015,9065,mSURVEY,mobile survey platform driving decision make business continent work know brand world reduce churn improve customer service increase net promoter score solve problem customer service market research technology team deep local reach open communication line customer employee customer
3016,3263,Mtime,online database include information trailer poster portrait review film tv serial offer information score brief introduction detail picture credit release date plot blooper production distribution associate movie late movie technical parameter relate website different version consist group blog movie fan game relate movie found respect intellectual property right provide watch downloading service far copyright owner provide high quality legal movie information watch service future
3017,6599,Mucosis,mucosis clinical stage biotechnology company develop innovative mucosal vaccine apply needle free nose mouth lead product candidate syngem registered intranasal vaccine prevent respiratory syncytial virus infection mucosis vaccine base patented validated register technology technology enable natural immune response broad base protection see proof concept animal human study flugem register vaccine candidate
3018,139,Multiverse,tech startup seek provide alternative university training ensure young people access good career focus apprenticeship offer empower support people create reality journey fulfil career true alternative track university route uninspire corporate training
3019,5582,Mumsnet,conceive early embark disastrous family holiday idea create website parent swap advice holiday stuff parent talk thought come uks big network parent generating page view visit month
